src_lead_id,system_id,src_branch_id,brand_id,product_of_interest,brand,branch_name,region,site_group,enterprise_ad_category,enterprise_ad_sub_category,entp_customer_id,entp_entity_id,match_type,Customer_Name,Customer_Email,Customer_Email_Normalized,Customer_Phone,Customer_Address_1,Customer_City,Customer_State,Customer_Zip_Postal,Customer_Country,customer_mapping,customer_count,Lead_Created_Date,First_Set_Date,First_Appointment_Date,First_Meet_Date,First_Booked_Date,Cancel_Date,Install_Date,Raw_Leads,Opps,Speed_2_Meet,Meets,Jobs_Sold_Gross,Bookings_Gross,Financed_Amount,Finance_Turndown,Finance_Turndown_Amount,Jobs_Cancelled,Bookings_Cancel,Installed_Jobs,Revenue,appt_statuses,appt_ids,setby_user_ids,meet_appt_statuses,meet_appt_ids,contract_ids,sales_rep_ids,product_ids,finance_plan_ids,cancel_reasons,cancel_contract_ids,cancel_finance_plan_ids,cancel_product_ids,job_ids,rev_contract_ids,rev_product_ids,installer_ids
3232096,LG_Centah,2717,LG,84,LeafGuard,Northern Wisconsin,Central,2021,Events,HomeShow,5.94612E+17,fff1036548a70cadb2d6d8162250f5d4185d3cf6031f1e9ed684ee9d7abc9d31,no_match,Patty Walker,georgecooper@example.com,georgecooper@example.com,0255546893,0411 Woods Point Apt. 596,Ricardomouth,IN,69660,USA,"[{""customer_id"":""3232096"",""system_id"":""LG_Centah""}]",1,2023-02-13 15:04:04,2023-02-13 15:04:04,2023-02-14 20:25:22,null,null,null,null,1,1,1,null,null,null,null,null,null,null,null,null,null,"[""Canceled After Acknowledged""]","[""3232096""]","[""28504""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
768293,UWD_LeadPerfection,PHL,UWD,Windows,Universal Windows Direct,Philadelphia,None,2022,Social Media,Prospecting,2.23291E+18,fff1009ebf78062e7f1b4aab85d3b182e9d901102ab6cd417bf8e70e477a62aa,no_match,Richard Russo,tfranklin@example.com,tfranklin@example.com,3322912489,8770 Donna Manors Apt. 394,Brandishire,TX,37076,null,"[{""customer_id"":""667177"",""system_id"":""UWD_LeadPerfection""}]",1,2022-10-12 13:53:18,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1034327,UWD_LeadPerfection,LSV,UWD,Windows,Universal Windows Direct,Louisville,None,2018,Lead Aggregator,Porch,3.41601E+18,fff0ff5759a33c7c028d8e3d64445406fc88bc70a4cf9aa59bd2e49d2264581e,no_match,Jennifer Johnson,jjohnson@example.net,jjohnson@example.net,0339801387,2833 Coleman Road,West Patriciaside,WI,10422,null,"[{""customer_id"":""885555"",""system_id"":""UWD_LeadPerfection""}]",1,2025-02-26 12:33:39,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3495029,LG_Centah,2685,LG,84,LeafGuard,Seattle,West,2018,Lead Aggregator,Angi,1.61997E+18,fff0fefc58c29e9be5ef504f4acc01eaf155a569c8cfd143be3b9bf1af46a802,no_match,Michael Potts,lori37@example.com,lori37@example.com,7728715659,957 Gomez Park Suite 959,Theresatown,MH,45406,USA,"[{""customer_id"":""3495029"",""system_id"":""LG_Centah""}]",1,2023-10-24 17:14:49,2023-10-24 17:14:49,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3495029""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
884ca14b-3bfb-ea11-a815-000d3a31e89e,Champion_CE,39e79fd8-a686-e911-a974-000d3a597bf5,CHMP,2cccded7-b590-e811-813e-3863bb348810,Champion,Chicago,Service Only Unmerged,Legacy,OL-Corp,OL-Corp,-5.59909E+18,fff0fb4e47628fa675542ecfca789887c7463ec9f6f29ab8f04bfa0ee7f95898,no_match,Matthew Barker,tanderson@example.net,tanderson@example.net,4183952525,78821 Santos Court,New Crystalburgh,CO,39739,USA,"[{""customer_id"":""70c3a209-fefa-ea11-a815-000d3a31e89e"",""system_id"":""Champion_CE""}]",1,2020-09-20 12:17:55,2014-07-11 00:00:00,2014-07-15 00:00:00,2014-07-15 00:00:00,null,null,null,1,1,4,1,null,null,null,null,null,null,null,null,null,"[""Sit""]",[],[],"[""Sit""]",[],null,null,null,null,null,null,null,null,null,null,null,null
d8dc0492-cf58-eb11-a812-000d3a31e89e,Champion_CE,1d8d4040-8b5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Lexington,Mid West,Legacy,TV-Cable,TV-Cable,-4.98342E+18,fff0f80e96fdf9bb5a9d2f7bfd8fcb1bfddab45d89f0b3a0d97233ee9ba81724,no_match,Jacqueline Phillips,luis03@example.org,luis03@example.org,4730882403,321 Joann Haven Suite 029,Port Samuel,LA,84909,USA,"[{""customer_id"":""227131c6-c158-eb11-a812-000d3a31e89e"",""system_id"":""Champion_CE""}]",1,2021-01-17 14:23:37,2017-07-01 00:00:00,2017-07-06 17:00:00,null,null,null,null,1,1,5,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
420482,KD_LeadPerfection,51,KD,Sid,K-Designers,Billings,None,Legacy,Lead Aggregator,Bird Dog Media - Crowdsteer,-4.8541E+18,fff0e69f5b6438a5e2e041c1c2fcc0b8a69f4b07e06e4e7a4c887b2e81fe4c88,no_match,Rachel Johnston,thompsonjennifer@example.net,thompsonjennifer@example.net,5795990047,23254 Smith Plaza Apt. 134,West Laurie,VT,48589,USA,"[{""customer_id"":""3275779"",""system_id"":""KD_LeadPerfection""}]",1,2025-05-23 13:48:10,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3357525,LG_Centah,2702,LG,84,LeafGuard,Houston,South,2020,Direct Mail,Direct Mail,-6.22108E+18,fff0e397682a0f919abd812d6f5a98be07411ab5bbc8cd0b86f8481c56da254c,no_match,Dale Burke,dholt@example.com,dholt@example.com,4211202913,01494 Francisco Pine,New Amyhaven,VT,09706,USA,"[{""customer_id"":""3357525"",""system_id"":""LG_Centah""}]",1,2023-06-20 11:53:53,2023-06-20 11:53:53,2023-06-21 11:51:59,2023-06-21 11:51:59,null,null,null,1,1,0,1,null,null,null,null,null,null,null,null,null,"[""Quoted""]","[""3357525""]","[""17239""]","[""Quoted""]","[""3357525""]",null,null,null,null,null,null,null,null,null,null,null,null
54169,UWD_LeadPerfection,CLE,UWD,(Unknown),Universal Windows Direct,Cleveland,None,Legacy,Events,CLE: IX Great Big H&G,6.88916E+18,fff0e1777a0d1b714a141ba77e7d796f1cddddbec794d076eb1b1179ed154e11,no_match,Megan Turner,eric19@example.org,eric19@example.org,3568317236,0417 Alexander Shoal Apt. 891,New Laurafort,LA,05188,null,"[{""customer_id"":""52378"",""system_id"":""UWD_LeadPerfection""}]",1,2014-02-16 11:26:22,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82c3ade4-e360-e911-a969-000d3a59705a,Champion_CE,68ead9d9-8191-e811-813f-3863bb36dd00,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Columbus,Lake,Legacy,OL-Corp,OL-Corp,-8.41419E+18,fff0dc80fdca5ee29bc664debec8582aacbb72f1c0fe41b05e571be0eae21811,no_match,Sean Rodriguez,kimberlyjohnson@example.org,kimberlyjohnson@example.org,6071487650,5257 Jeremy Views Suite 316,Port Jamesfort,SD,66538,USA,"[{""customer_id"":""42fd2031-a85b-e911-a967-000d3a597d51"",""system_id"":""Champion_CE""}]",1,2019-04-17 09:33:45,2016-08-18 00:00:00,2016-08-29 00:00:00,null,null,null,null,1,1,11,null,null,null,null,null,null,null,null,null,null,"[""Early Prospect""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
bd5869d6-4d34-ef11-840a-6045bd062398,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Window Install,null,null,null,null,Lead Aggregator,House Method,-5.2785E+18,fff0da563f1867d6c09cdbfc9dcafe6cf87cdaa320d2bc8c8aebd928a8dcdde2,no_match,Anna Compton,stewartpamela@example.com,stewartpamela@example.com,9630667005,9669 Michelle Dam Apt. 370,South Danielmouth,NC,01667,USA,"[{""customer_id"":""d35e20d6-4d34-ef11-8409-6045bd08d1a6"",""system_id"":""Champion_CE""}]",1,2024-06-27 06:24:06,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3459003,LG_Centah,2695,LG,84,LeafGuard,Albany,North East,2020,Lead Aggregator,Angi,3.07038E+18,fff0cde0530b9436d079361e5ec3b549f55aee70cf97ba82b033f8d644dd3882,exact,Lauren Delacruz,hillbrandon@example.com,hillbrandon@example.com,0658744888,237 Greene Avenue,Lopezhaven,PR,43102,USA,"[{""customer_id"":""3459003"",""system_id"":""LG_Centah""},{""customer_id"":""3458851"",""system_id"":""LG_Centah""}]",2,2023-09-18 14:32:10,2023-09-18 14:36:02,2023-09-26 15:05:16,null,null,null,null,1,1,8,null,null,null,null,null,null,null,null,null,null,"[""Canceled After Acknowledged""]","[""3459003""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3458851,LG_Centah,2706,LG,84,LeafGuard,Mobile,South,2021,Lead Aggregator,Modernize,3.07038E+18,fff0cde0530b9436d079361e5ec3b549f55aee70cf97ba82b033f8d644dd3882,exact,Sara Thomas,andrea54@example.com,andrea54@example.com,1960348236,838 Gonzalez Wells Apt. 238,North Jonathanbury,MT,33968,USA,"[{""customer_id"":""3459003"",""system_id"":""LG_Centah""},{""customer_id"":""3458851"",""system_id"":""LG_Centah""}]",2,2023-09-18 13:21:30,2023-09-18 13:21:30,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3458851""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
2918550,LG_Centah,2698,LG,84,LeafGuard,Michigan,Central,2020,Other,Other,-2.05851E+18,fff0cd70f9546723057577c9742a6f727d6fe6516e11d87f825b88f36d58fe50,no_match,Joseph Gutierrez,zachary74@example.org,zachary74@example.org,2063175529,6014 Palmer Avenue Apt. 144,West Scottside,DE,93133,USA,"[{""customer_id"":""2918550"",""system_id"":""LG_Centah""}]",1,2021-08-29 13:12:16,2021-08-29 13:12:16,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""2918550""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3195135,LG_Centah,240,LG,84,LeafGuard,Charlotte,East,Legacy,Lead Aggregator,Modernize,-2.01554E+18,fff0c0a8514f6384f66b2c0b55a19eb0a524ee70467d041084061fb6e25e84a4,no_match,Daniel Gray,jonesamber@example.org,jonesamber@example.org,6118926055,465 Thompson Locks Apt. 684,South Shannon,KY,04079,USA,"[{""customer_id"":""3195135"",""system_id"":""LG_Centah""}]",1,2022-12-05 17:49:46,2022-12-05 17:57:56,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Canceled After Acknowledged""]","[""3195135""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
387f72ef-6e2d-f011-8c4e-002248086412,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,WINDOWS,null,null,null,null,Lead Aggregator,Modernize,1.55327E+18,fff0bf2a97b530e41f970d1d813e25cd4cf08e788ac746a7742bc706462446e7,no_match,Shawn Rhodes,juan59@example.com,juan59@example.com,3011962272,697 Mcdaniel Spurs,Lake Meredithmouth,WA,27719,USA,"[{""customer_id"":""1e4ca4f0-6e2d-f011-8c4d-000d3a38048d"",""system_id"":""Champion_CE""}]",1,2025-05-10 07:18:23,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3337992,LG_Centah,2710,LG,84,LeafGuard,Roanoke,East,2021,Lead Aggregator,Modernize,-4.42737E+18,fff0b97295170cab893729ab7b250608f26a1ed230c541c8045adc6ab29e0db5,no_match,Joseph Nichols,dunlapmark@example.net,dunlapmark@example.net,3409916508,36403 Velasquez Road,Annaborough,VI,98215,USA,"[{""customer_id"":""3337992"",""system_id"":""LG_Centah""}]",1,2023-06-03 10:50:58,2023-06-03 10:50:58,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3337992""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3430942,LG_Centah,2697,LG,84,LeafGuard,Memphis,South,2020,Lead Aggregator,Modernize,4.06919E+18,fff0b94f9d7119e4693fe663bad44f56898702a956af0343fed0c8de21e1b036,no_match,Robin Johnson,fthompson@example.net,fthompson@example.net,1429544966,2175 Anderson Junctions Apt. 800,South Tammyland,SD,59067,USA,"[{""customer_id"":""3430942"",""system_id"":""LG_Centah""}]",1,2023-08-22 07:54:30,2023-08-22 12:33:39,2023-08-28 22:51:27,2023-08-28 22:51:27,null,null,null,1,1,6,1,null,null,null,null,null,null,null,null,null,"[""Quoted""]","[""3430942""]","[""30536""]","[""Quoted""]","[""3430942""]",null,null,null,null,null,null,null,null,null,null,null,null
277636,KD_LeadPerfection,43,KD,Win,K-Designers,Salt Lake City,None,Legacy,Lead Aggregator,Quinstreet,6.05098E+18,fff0b5d2082e1479a5ffe52f5d73e85cbc87d50274b7032cb3d83bed328eac2f,no_match,Eric Carpenter,heidi59@example.org,heidi59@example.org,3832648971,17078 David Station,Daisymouth,NV,53589,USA,"[{""customer_id"":""3157314"",""system_id"":""KD_LeadPerfection""}]",1,2023-10-07 09:16:42,2023-10-07 09:16:42,2023-10-10 18:00:00,2023-10-10 18:00:00,null,null,null,1,1,3,1,null,null,null,null,null,null,null,null,null,"[""Pitch & Miss""]","[""278116""]","[""9681""]","[""Pitch & Miss""]","[""278116""]",null,null,null,null,null,null,null,null,null,null,null,null
693885,UWD_LeadPerfection,CHIN,UWD,Door,Universal Windows Direct,Chicago,None,2022,Events,CHI: Rockford: Home and Garden Showcase,8.69395E+18,fff0aa99aa94d0aae50e2b07602840943f9f369395b38fc78472da89c9d12b67,no_match,Nancy Allen,morgan94@example.net,morgan94@example.net,3552833728,567 Donna Causeway Apt. 656,Danafort,CT,11352,null,"[{""customer_id"":""605656"",""system_id"":""UWD_LeadPerfection""}]",1,2022-04-09 11:10:31,2022-04-09 11:10:31,2022-04-14 13:00:00,2022-04-14 15:30:00,null,null,null,1,1,5,1,null,null,null,null,null,null,null,null,null,"[""Appointment Date Set""]","[""496794""]","[""3601""]","[""Pitch Miss: Price""]","[""497887""]",null,null,null,null,null,null,null,null,null,null,null,null
59f5e210-6d9e-ef11-8a6a-000d3a30b66b,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Window Replacement - 6-9 Windows - Install,null,null,null,null,Lead Aggregator,WindowAdvise,7.67484E+18,fff0a3c51cc1870b69c7b2ae87e38eee52a048ef2a4b9f4491b51718750e4615,no_match,Justin Stephenson,houstonmichelle@example.com,houstonmichelle@example.com,4107911611,4461 Yvonne Walks Apt. 097,Laurenburgh,VA,40081,USA,"[{""customer_id"":""a0ce9e0c-6d9e-ef11-8a6a-6045bd057455"",""system_id"":""Champion_CE""}]",1,2024-11-09 07:34:35,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0Y0ZZ0mP304AoPu0K54xn,Apex_LOUPE,0I0AA0kVNKNbQ2tRB0MNk,APEX,Windows,Apex,Washington DC,None,2022,Canvassing,Internal Canvassing,-6.35784E+18,fff09f4370b735d265af1c014c3919c5798d29583bb76770aa1e2a4b3537be6f,no_match,Katherine Moyer,tara23@example.com,tara23@example.com,7700788125,51218 Andrea Estates,South Timothy,OR,08418,USA,"[{""customer_id"":""0C0ZZ0my32ZxgGCDZ5L5l"",""system_id"":""Apex_LOUPE""}]",1,2017-08-16 18:22:12,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0Y0AA0n8oWQvgBTVbOprl,Apex_LOUPE,0I0AA0kVRGRL2YfzdqjZk,APEX,Windows,Apex,Atlanta,None,2023,Canvassing,Internal Canvassing,-8.61867E+18,fff099a52095854a3082d6680358d732f67f9722b0b72485e6d8a6810bea320e,no_match,Mary Jenkins,hernandezrussell@example.net,hernandezrussell@example.net,5716468210,70907 Lisa Oval,New Crystalchester,PW,94033,USA,"[{""customer_id"":""0C0AA0mLR1XAjrHLe7rzl"",""system_id"":""Apex_LOUPE""}]",1,2019-08-07 23:07:28,2019-08-07 23:16:05,2019-08-07 23:16:08,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,[],"[""050AA0nqPMObN0tYP9X0l""]","[""0c0AA0lKBxaZ3Qs365dok""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
2659539,LG_Centah,240,LG,84,LeafGuard,Charlotte,East,Legacy,TV,TV - Local,-6.59923E+18,fff098588756369c7a3eeb8ef43408dfa60d5015b71fc95b50ce8cc96b37e46d,no_match,Jessica Aguirre,frankjimenez@example.net,frankjimenez@example.net,3484926748,2965 Melissa Union Suite 456,Scottchester,NJ,52296,USA,"[{""customer_id"":""2659539"",""system_id"":""LG_Centah""}]",1,2020-05-07 16:42:02,2020-05-07 16:42:02,2020-05-14 13:18:48,2020-05-14 13:18:48,null,null,null,1,1,6,1,null,null,null,null,null,null,null,null,null,"[""Quoted""]","[""2659539""]","[""20035""]","[""Quoted""]","[""2659539""]",null,null,null,null,null,null,null,null,null,null,null,null
400814,UWD_LeadPerfection,PIT,UWD,Windows,Universal Windows Direct,Pittsburgh,None,2019,Lead Aggregator,Home Advisor,5.86481E+18,fff08b95d74f542de9a7d3388ffe1f59b88f90c1beed5bbb6388f24a9a820b49,no_match,Donald Ayala,waynegriffin@example.net,waynegriffin@example.net,0345220262,303 Megan Loaf Suite 525,Walkertown,RI,94315,null,"[{""customer_id"":""350594"",""system_id"":""UWD_LeadPerfection""}]",1,2019-11-30 22:39:06,2019-12-02 08:20:32,2019-12-02 19:00:00,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,"[""No Pitch: Prod Avail""]","[""287315""]","[""2283""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
49583432-fc3c-eb11-a813-000d3a3ab684,Champion_CE,57e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Minneapolis,Central,Legacy,OL-Corp05.2017,OL-Corp05.2017,-2.08131E+18,fff08b0a316cde00324ff623912a59693826201782df910fe755de616802df22,no_match,Yvonne Murray,kimberly06@example.org,kimberly06@example.org,2476751258,9900 Pittman Fords,Cummingschester,PA,27877,USA,"[{""customer_id"":""57f988db-e53c-eb11-a813-000d3a31e89e"",""system_id"":""Champion_CE""}]",1,2020-12-13 04:32:34,2017-05-01 00:00:00,2017-05-02 10:00:00,2017-05-02 10:00:00,2020-12-13 08:19:07,null,2017-07-13 00:00:00,1,1,1,1,1,6118,null,0,null,null,null,1,6118,"[""Won""]",[],[],"[""Won""]",[],"[""3e7827db-1b3d-eb11-a813-000d3a347b72""]","[""Mike Sandgren""]",[],[],null,null,null,null,[],"[""3e7827db-1b3d-eb11-a813-000d3a347b72""]",[],[]
7fb307bb-ea1b-eb11-a813-000d3a3ab684,Champion_CE,cc085e27-8b5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Indianapolis,Mid West,Legacy,OL,OL,-5.71416E+17,fff08931279199926f71345fc012a8985df67779b879b78ac373d3e73fe57182,no_match,Johnathan Hall,david85@example.net,david85@example.net,3723722593,33700 Thomas Fords,Selenaton,IL,97895,USA,"[{""customer_id"":""deea11e4-da1b-eb11-a813-000d3a361de9"",""system_id"":""Champion_CE""}]",1,2020-11-01 02:34:14,2019-01-20 00:00:00,2019-01-21 11:00:00,2019-01-21 11:00:00,null,null,null,1,1,1,1,null,null,null,null,null,null,null,null,null,"[""Appointment Booked""]",[],[],"[""Appointment Booked""]",[],null,null,null,null,null,null,null,null,null,null,null,null
f1fe85c7-831d-ef11-840a-000d3a30a56f,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Vinyl Siding - Install or Completely Replace,null,null,null,null,Lead Aggregator,Home Advisor,-4.46728E+18,fff088f3ea94d1ea04c785bfc8d653fe4e8f329051db164ba3b6ab0cdbfc1643,no_match,Derek Lee,feliciachen@example.net,feliciachen@example.net,1257804737,851 Herring Ports,Fernandezfurt,LA,48935,USA,"[{""customer_id"":""a24204c8-831d-ef11-840b-6045bd095b9e"",""system_id"":""Champion_CE""}]",1,2024-05-29 06:22:15,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
410404,KD_LeadPerfection,43,KD,Win,K-Designers,Salt Lake City,None,Legacy,Lead Aggregator,Quinstreet,-9.31963E+17,fff088c6657f17ba5813cee7e9e6f3eb13526451699e602e0c51094099cfdc33,no_match,Heather Turner,codyburns@example.net,codyburns@example.net,4053273968,342 Cynthia Ports Apt. 397,Mcintyrehaven,VI,29034,USA,"[{""customer_id"":""3267881"",""system_id"":""KD_LeadPerfection""}]",1,2025-04-17 09:56:53,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
93179c1c-6c8d-ee11-8179-000d3a354978,Champion_CE,53e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Milwaukee,Lake,Legacy,Partnership,Partnership,-5.87971E+18,fff07a85cbe4ab7789b584b8a8df34470f723d7d92d173c0115287bbe8873440,exact,Angela Watson,frederickwheeler@example.com,frederickwheeler@example.com,1025066686,7347 Ruiz Ways,Mariashire,TX,70217,USA,"[{""customer_id"":""2609514"",""system_id"":""LG_Centah""},{""customer_id"":""565545"",""system_id"":""UWD_LeadPerfection""},{""customer_id"":""59179c1c-6c8d-ee11-8179-000d3a354978"",""system_id"":""Champion_CE""}]",3,2023-11-27 21:30:01,2023-11-27 21:30:01,2023-12-11 11:00:00,null,null,null,null,1,1,13,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
643502,UWD_LeadPerfection,MIL,UWD,Windows,Universal Windows Direct,Milwaukee,None,2020,Internet,Local Services,-5.87971E+18,fff07a85cbe4ab7789b584b8a8df34470f723d7d92d173c0115287bbe8873440,exact,Charles Silva,zamoraaaron@example.net,zamoraaaron@example.net,2215596374,639 Gilbert Ranch,Adrianside,OK,46096,null,"[{""customer_id"":""2609514"",""system_id"":""LG_Centah""},{""customer_id"":""565545"",""system_id"":""UWD_LeadPerfection""},{""customer_id"":""59179c1c-6c8d-ee11-8179-000d3a354978"",""system_id"":""Champion_CE""}]",3,2021-12-08 11:33:40,2025-03-27 17:05:19,2025-03-31 09:30:00,null,null,null,null,1,1,3,null,null,null,null,null,null,null,null,null,null,"[""Appointment Date Set""]","[""729319""]","[""4599""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
5d6133b3-7c48-ed11-bba1-002248049f26,Champion_CE,b893f598-0e72-471a-bd8d-9130641ff105,CHMP,New Windows - 3-5,null,null,null,null,Lead Aggregator,Home Advisor,3.45461E+18,fff07a69f7ca7743a34c107539ffb5e28cf2f93b3c6fda3fbe00036ab4360142,no_match,Patrick Perry,posborne@example.com,posborne@example.com,3002102736,25673 George Stream Apt. 487,Anneland,NE,87995,USA,"[{""customer_id"":""0ba2ecaf-7c48-ed11-bba1-0022480490fe"",""system_id"":""Champion_CE""}]",1,2022-10-10 09:19:57,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
13fb69f1-5a61-ef11-bfe3-000d3a3546e6,Champion_CE,aa4a5700-a786-e911-a968-000d3a59746e,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Tulsa,South West,Legacy,TV,TV,-3.91217E+18,fff0746fe0693e30706ea44db8e41263a09a23a1dbb717a1e7c921ca5a55e939,no_match,Robert Carpenter,morrisonkevin@example.net,morrisonkevin@example.net,7326447893,595 Davis Meadows Apt. 909,South Colin,MT,38857,USA,"[{""customer_id"":""66fa69f1-5a61-ef11-bfe3-000d3a3546e6"",""system_id"":""Champion_CE""}]",1,2024-08-23 14:21:16,2024-08-23 14:21:16,2024-08-28 10:00:00,2024-08-28 10:00:00,null,null,null,1,1,4,1,null,null,null,null,null,null,null,null,null,"[""Sit""]",[],[],"[""Sit""]",[],null,null,null,null,null,null,null,null,null,null,null,null
dfc43df3-a342-f011-b4ca-000d3a3321b0,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Window Replacement: 3-5 Windows,null,null,null,null,Lead Aggregator,Porch,6.03799E+18,fff073fabfebd14432e0c2bb0a2d157e8318af4e1d33fb2e4bdcda2e7e884cff,no_match,Patricia Sandoval,danielle81@example.org,danielle81@example.org,4669447338,052 Donna Loaf Suite 518,South Amy,MH,40208,USA,"[{""customer_id"":""88d160af-d51d-ee11-9cbe-000d3a354abd"",""system_id"":""Champion_CE""}]",1,2025-06-06 07:00:40,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5c2b59b5-d51d-ee11-9cbe-000d3a354abd,Champion_CE,963402e4-8a5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Cleveland,Lake,Legacy,Internet,Online,6.03799E+18,fff073fabfebd14432e0c2bb0a2d157e8318af4e1d33fb2e4bdcda2e7e884cff,no_match,Jessica Watkins,tiffanyhill@example.com,tiffanyhill@example.com,9380625023,996 Long Rest,West Sarah,ME,30935,USA,"[{""customer_id"":""88d160af-d51d-ee11-9cbe-000d3a354abd"",""system_id"":""Champion_CE""}]",1,2023-07-08 21:23:50,2023-07-08 21:23:50,2023-07-14 15:00:00,null,null,null,null,1,1,5,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
e4e9c7e2-c989-ee11-8179-002248049961,Champion_CE,b893f598-0e72-471a-bd8d-9130641ff105,CHMP,windows,null,null,null,null,Lead Aggregator,CrowdSteer Micro Site Search,8.37823E+18,fff072ed1b039b551d7b1ca107cf6026c6666dec8a22c958958d790a5bc1931b,no_match,Joseph Larson,wendylopez@example.org,wendylopez@example.org,1088035469,6049 Jason Lodge Suite 747,Navarroshire,DE,86624,USA,"[{""customer_id"":""be552de2-c989-ee11-8179-00224805faf7"",""system_id"":""Champion_CE""}]",1,2023-11-23 06:31:15,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
